m	786	594	50	50	0	0	1200s	100	1	8001
m	847	665	50	50	0	0	1200s	100	1	8001
m	835	502	50	50	0	0	1200s	100	1	8001
m	809	403	50	50	0	0	1200s	100	1	8001
m	750	718	50	50	0	0	1200s	100	1	8001

m	857	612	50	50	0	0	1200s	100	1	8002
m	799	520	50	50	0	0	1200s	100	1	8002
m	868	767	50	50	0	0	1200s	100	1	8002
m	773	798	50	50	0	0	1200s	100	1	8002
m	896	349	50	50	0	0	1200s	100	1	8002

m	508	578	50	50	0	0	1200s	100	1	8003
m	704	423	50	50	0	0	1200s	100	1	8003
m	772	740	50	50	0	0	1200s	100	1	8003
m	875	559	50	50	0	0	1200s	100	1	8003
m	443	505	50	50	0	0	1200s	100	1	8003

m	314	193	50	50	0	0	1200s	100	1	8004
m	120	113	50	50	0	0	1200s	100	1	8004
m	267	273	50	50	0	0	1200s	100	1	8004
m	179	536	50	50	0	0	1200s	100	1	8004
m	129	747	50	50	0	0	1200s	100	1	8004

m	242	128	50	50	0	0	1200s	100	1	8005
m	125	282	50	50	0	0	1200s	100	1	8005
m	316	439	50	50	0	0	1200s	100	1	8005
m	117	498	50	50	0	0	1200s	100	1	8005
m	199	841	50	50	0	0	1200s	100	1	8005

r	76	70	100	100	0	0	600s	100	1	2001
r	583	71	100	100	0	0	600s	100	1	2001
r	203	90	100	100	0	0	600s	100	1	2001
r	607	90	100	100	0	0	600s	100	1	2001
r	603	117	100	100	0	0	600s	100	1	2001

