m	862	826	50	50	0	0	1200s	100	1	8009
m	834	705	50	50	0	0	1200s	100	1	8009
m	759	659	50	50	0	0	1200s	100	1	8009
m	674	711	50	50	0	0	1200s	100	1	8009
m	772	844	50	50	0	0	1200s	100	1	8009
m	680	814	50	50	0	0	1200s	100	1	8009
m	663	766	50	50	0	0	1200s	100	1	8009
m	789	635	50	50	0	0	1200s	100	1	8009
m	898	765	50	50	0	0	1200s	100	1	8009

r	762	151	50	50	0	0	600s	100	1	2003
r	760	183	50	50	0	0	600s	100	1	2003
r	137	184	50	50	0	0	600s	100	1	2003
r	1195	288	50	50	0	0	600s	100	1	2003
r	585	348	50	50	0	0	600s	100	1	2003
r	849	360	50	50	0	0	600s	100	1	2003

