m	265	256	50	50	0	0	1200s	100	1	8024
m	183	321	50	50	0	0	1200s	100	1	8024
m	330	43	50	50	0	0	1200s	100	1	8024
m	84	205	50	50	0	0	1200s	100	1	8024
m	19	223	50	50	0	0	1200s	100	1	8024
m	241	414	50	50	0	0	1200s	100	1	8024
m	394	201	50	50	0	0	1200s	100	1	8024
m	449	179	50	50	0	0	1200s	100	1	8024
m	251	469	50	50	0	0	1200s	100	1	8024

m	189	221	50	50	0	0	1200s	100	1	8025
m	276	181	50	50	0	0	1200s	100	1	8025
m	192	100	50	50	0	0	1200s	100	1	8025
m	55	332	50	50	0	0	1200s	100	1	8025
m	154	61	50	50	0	0	1200s	100	1	8025
m	367	292	50	50	0	0	1200s	100	1	8025
m	406	118	50	50	0	0	1200s	100	1	8025
m	351	353	50	50	0	0	1200s	100	1	8025
m	73	417	50	50	0	0	1200s	100	1	8025

