m	195	709	50	50	0	0	1200s	100	1	8014
m	90	840	50	50	0	0	1200s	100	1	8014
m	209	848	50	50	0	0	1200s	100	1	8014
m	122	1094	50	50	0	0	1200s	100	1	8014
m	405	1113	50	50	0	0	1200s	100	1	8014
m	720	1107	50	50	0	0	1200s	100	1	8014
m	975	1108	50	50	0	0	1200s	100	1	8014
m	1248	1106	50	50	0	0	1200s	100	1	8014
m	1391	1177	50	50	0	0	1200s	100	1	8014

m	472	835	50	50	0	0	1200s	100	1	8014
m	549	701	50	50	0	0	1200s	100	1	8014
m	643	882	50	50	0	0	1200s	100	1	8014
m	725	687	50	50	0	0	1200s	100	1	8014
m	925	781	50	50	0	0	1200s	100	1	8014
m	1044	882	50	50	0	0	1200s	100	1	8014
m	1160	797	50	50	0	0	1200s	100	1	8014
m	1267	705	50	50	0	0	1200s	100	1	8014
m	1348	851	50	50	0	0	1200s	100	1	8014

m	153	520	50	50	0	0	1200s	100	1	8014
m	316	364	50	50	0	0	1200s	100	1	8014
m	502	556	50	50	0	0	1200s	100	1	8014
m	605	408	50	50	0	0	1200s	100	1	8014
m	799	497	50	50	0	0	1200s	100	1	8014
m	960	545	50	50	0	0	1200s	100	1	8014
m	1102	401	50	50	0	0	1200s	100	1	8014
m	1185	533	30	30	0	0	1200s	100	1	8014
m	1346	464	50	50	0	0	1200s	100	1	8014

r	1393	179	100	100	0	0	600s	100	1	2005
r	510	276	100	100	0	0	600s	100	1	2005
r	653	378	100	100	0	0	600s	100	1	2005
r	936	474	100	100	0	0	600s	100	1	2005
r	877	487	100	100	0	0	600s	100	1	2005
r	671	815	100	100	0	0	600s	100	1	2005

