m	927	603	50	50	0	0	1200s	100	1	8008
m	963	844	50	50	0	0	1200s	100	1	8008
m	1171	493	50	50	0	0	1200s	100	1	8008
m	629	471	50	50	0	0	1200s	100	1	8008
m	816	852	50	50	0	0	1200s	100	1	8008
m	1307	499	50	50	0	0	1200s	100	1	8008
m	524	953	50	50	0	0	1200s	100	1	8008
m	662	230	50	50	0	0	1200s	100	1	8008
m	1205	407	50	50	0	0	1200s	100	1	8008

m	939	673	50	50	0	0	1200s	100	1	8009
m	1092	861	50	50	0	0	1200s	100	1	8009
m	920	399	50	50	0	0	1200s	100	1	8009
m	659	699	50	50	0	0	1200s	100	1	8009
m	1179	845	50	50	0	0	1200s	100	1	8009
m	869	956	50	50	0	0	1200s	100	1	8009
m	527	688	50	50	0	0	1200s	100	1	8009
m	846	260	50	50	0	0	1200s	100	1	8009
m	426	604	50	50	0	0	1200s	100	1	8009

m	849	652	50	50	0	0	1200s	100	1	8010
m	1165	698	50	50	0	0	1200s	100	1	8010
m	706	377	50	50	0	0	1200s	100	1	8010
m	604	816	50	50	0	0	1200s	100	1	8010
m	1277	673	50	50	0	0	1200s	100	1	8010
m	709	987	50	50	0	0	1200s	100	1	8010
m	555	375	50	50	0	0	1200s	100	1	8010
m	1024	258	50	50	0	0	1200s	100	1	8010
m	777	999	50	50	0	0	1200s	100	1	8010

r	1183	211	100	100	0	0	600s	100	1	2006
r	1250	219	100	100	0	0	600s	100	1	2006
r	657	229	100	100	0	0	600s	100	1	2006
r	868	253	100	100	0	0	600s	100	1	2006
r	1215	529	100	100	0	0	600s	100	1	2006
r	601	549	100	100	0	0	600s	100	1	2006
r	1333	562	100	100	0	0	600s	100	1	2006

