m	357	459	50	50	0	0	1200s	100	1	8001
m	368	333	50	50	0	0	1200s	100	1	8001
m	305	282	50	50	0	0	1200s	100	1	8001
m	398	274	50	50	0	0	1200s	100	1	8001
m	317	468	50	50	0	0	1200s	100	1	8001

m	279	407	50	50	0	0	1200s	100	1	8002
m	465	344	50	50	0	0	1200s	100	1	8002
m	308	192	50	50	0	0	1200s	100	1	8002
m	216	144	50	50	0	0	1200s	100	1	8002
m	195	272	50	50	0	0	1200s	100	1	8002

m	174	393	50	50	0	0	1200s	100	1	8003
m	91	338	50	50	0	0	1200s	100	1	8003
m	309	137	50	50	0	0	1200s	100	1	8003
m	460	428	50	50	0	0	1200s	100	1	8003
m	361	389	50	50	0	0	1200s	100	1	8003

m	493	143	50	50	0	0	1200s	100	1	8004
m	645	322	50	50	0	0	1200s	100	1	8004
m	746	668	50	50	0	0	1200s	100	1	8004
m	666	1176	50	50	0	0	1200s	100	1	8004
m	197	933	50	50	0	0	1200s	100	1	8004

m	710	128	50	50	0	0	1200s	100	1	8005
m	675	505	50	50	0	0	1200s	100	1	8005
m	706	867	50	50	0	0	1200s	100	1	8005
m	409	1058	50	50	0	0	1200s	100	1	8005
m	211	709	50	50	0	0	1200s	100	1	8005

r	237	126	100	100	0	0	600s	100	1	2001
r	602	138	100	100	0	0	600s	100	1	2001
r	713	193	100	100	0	0	600s	100	1	2001
r	326	265	100	100	0	0	600s	100	1	2001
r	395	288	100	100	0	0	600s	100	1	2001

